"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","setUp","Qase Automation Suite","2026-07-23","failed","2026-07-23","tests.api.CaseAPITest","API TEST","tests.api.CaseAPITest","setUp"
"Проверка создания, обновления и удаления тест-кейса через API","1","checkCreateUpdateDeleteCase","Qase Automation Suite","2026-07-23","skipped","2026-07-23","tests.api.CaseAPITest","API TEST","tests.api.CaseAPITest","checkCreateUpdateDeleteCase"
"Проверка полного теста с входом, созданием проекта, созданием suite, test case с шагами, и затем удаление test case, suite и самого проекта","32696","checkEnd2End","Qase Automation Suite","2026-07-23","failed","2026-07-23","tests.ui.E2ETest","UI Tests","tests.ui.E2ETest","checkEnd2End"
"","0","tearDown","Qase Automation Suite","2026-07-23","failed","2026-07-23","tests.api.CaseAPITest","API TEST","tests.api.CaseAPITest","tearDown"
"","12020","checkLoginWithEmptyEmail","Qase Automation Suite","2026-07-23","passed","2026-07-23","tests.ui.LoginTest","UI Tests","tests.ui.LoginTest","checkLoginWithEmptyEmail"
"","2502","checkLoginWithEmptyPassword","Qase Automation Suite","2026-07-23","broken","2026-07-23","tests.ui.LoginTest","UI Tests","tests.ui.LoginTest","checkLoginWithEmptyPassword"
"Проверка создания нового проекта через API","2","checkCreateProject","Qase Automation Suite","2026-07-23","skipped","2026-07-23","tests.api.ProjectAPITest","API TEST","tests.api.ProjectAPITest","checkCreateProject"
"","0","tearDown","Qase Automation Suite","2026-07-23","failed","2026-07-23","tests.api.ProjectAPITest","API TEST","tests.api.ProjectAPITest","tearDown"
"","0","setUp","Qase Automation Suite","2026-07-23","failed","2026-07-23","tests.api.ProjectAPITest","API TEST","tests.api.ProjectAPITest","setUp"
"Проверка успешной авторизации пользователя","23080","checkLoginWithPositiveCred","Qase Automation Suite","2026-07-23","failed","2026-07-23","tests.ui.LoginTest","UI Tests","tests.ui.LoginTest","checkLoginWithPositiveCred"
"","4236","checkLoginWithNegativeCred","Qase Automation Suite","2026-07-23","passed","2026-07-23","tests.ui.LoginTest","UI Tests","tests.ui.LoginTest","checkLoginWithNegativeCred"
